case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C18049115,11/11/2018 05:38:00 PM,Other,371,17500 Block SE 338TH ST,AUBURN,WA,98092,02/21/2019 01:09:00 AM,02/21/2019 01:10:00 AM,17,Sunday,POINT (-122.109096 47.298572)
C18033971,07/22/2018 09:00:00 AM,Theft of Vehicle,300,21000 Block 64TH AVE S,KENT,WA,98032,01/17/2019 06:48:00 PM,02/21/2019 12:04:00 AM,9,Sunday,POINT (-122.25473900000001 47.413655)
C19007883,02/28/2019 11:43:00 AM,Drugs,204,25600 Block SE SUMMIT LANDSBURG RD,RAVENSDALE,WA,98051,03/01/2019 01:53:00 PM,03/06/2019 12:26:00 AM,11,Thursday,POINT (-122.00156300000002 47.371055)
C19028498,07/26/2019 03:30:00 PM,Theft from Vehicle,288,700 Block OUTLET COLLECTION WAY,AUBURN,WA,98001,07/27/2019 08:05:00 PM,12/12/2019 12:07:00 AM,15,Friday,
C19031056,08/12/2019 12:00:00 AM,Other,503,3200 Block NE 12TH ST,RENTON,WA,98056,08/15/2019 05:55:00 PM,09/18/2019 09:34:00 PM,0,Monday,POINT (-122.176781 47.503106)
C18043028,10/01/2018 06:00:00 PM,Theft of Vehicle,300,10600 Block 22ND PL S,SEATTLE,WA,98168,01/17/2019 07:03:00 PM,02/21/2019 12:26:00 AM,18,Monday,POINT (-122.30210600000001 47.506571)
C19021006,06/02/2019 08:45:00 PM,Other,504,15600 Block SE 283RD PL,KENT,WA,98042,06/03/2019 06:35:00 AM,06/03/2019 05:17:00 PM,20,Sunday,
C19038305,10/06/2019 06:29:00 AM,Other,511,3300 Block S 290TH ST,AUBURN,WA,98001,10/07/2019 04:35:00 PM,10/07/2019 06:27:00 PM,6,Sunday,POINT (-122.291334 47.341535)
C18036932,08/20/2018 05:30:00 AM,Breaking & Entering,274,6200 Block S 129TH ST,SEATTLE,WA,98178,01/11/2019 12:09:00 AM,02/20/2019 11:46:00 PM,5,Monday,POINT (-122.255581 47.48743000000001)
C19017596,05/08/2019 02:00:00 PM,Other,511,1 Block AVE S & S JACKSON ST,SEATTLE,WA,98104,05/10/2019 04:50:00 AM,05/10/2019 09:10:00 PM,14,Wednesday,
C18036533,08/17/2018 01:33:00 PM,Community Policing,555,10700 Block 18TH AVE SW,SEATTLE,WA,98146,01/11/2019 12:07:00 AM,02/20/2019 11:44:00 PM,13,Friday,POINT (-122.35779500000001 47.507121)
C19024357,06/26/2019 06:05:00 PM,Other,371,10900 Block 107TH AVE SW,VASHON,WA,98070,06/27/2019 10:25:00 PM,06/28/2019 12:17:00 AM,18,Wednesday,POINT (-122.470718 47.508967000000005)
C18054247,12/18/2018 03:40:00 PM,Other,510,4200 Block PRESTON,FALL CITY,WA,98024,01/17/2019 07:44:00 PM,02/21/2019 01:41:00 AM,15,Tuesday,
C18049264,11/12/2018 09:15:00 PM,Fire,452,1 Block AVE S & MARTIN LUTHER KING JR WAY S,BRYN MAWR-SKYWAY,WA,98178,02/21/2019 01:24:00 AM,02/21/2019 01:25:00 AM,21,Monday,
C19017428,05/07/2019 03:50:00 PM,Theft,289,800 Block SW 116TH ST,SEATTLE,WA,98146,05/09/2019 01:24:00 AM,05/09/2019 08:27:00 PM,15,Tuesday,POINT (-122.34550300000001 47.499307)
C19029012,07/29/2019 02:41:00 PM,Community Policing,555,19400 Block SE 170TH ST,RENTON,WA,98058,07/31/2019 09:20:00 PM,08/01/2019 09:55:00 PM,14,Monday,POINT (-122.082097 47.450082)
C19018887,05/17/2019 07:00:00 PM,Death,222,42800 Block 248TH AVE SE,ENUMCLAW,WA,98022,05/19/2019 07:12:00 AM,06/25/2019 06:17:00 PM,19,Friday,POINT (-122.010927 47.217587)
C19040088,10/19/2019 02:47:00 AM,Traffic,399,10700 Block 6TH AVE S,SEATTLE,WA,98168,10/21/2019 04:56:00 PM,10/21/2019 06:50:00 PM,2,Saturday,POINT (-122.32792000000002 47.508014)
C19037371,09/29/2019 03:00:00 PM,Assault,112,11000 Block EASTRIDGE DR NE,REDMOND,WA,98053,10/02/2019 08:26:00 PM,10/02/2019 10:19:00 PM,15,Sunday,POINT (-122.01804100000001 47.695788)
C19045475,11/27/2019 01:20:00 PM,Theft,284,200 Block SW 115TH ST,SEATTLE,WA,98146,12/02/2019 11:55:00 PM,12/03/2019 01:47:00 AM,13,Wednesday,POINT (-122.33681900000002 47.50034)
C18049010,11/08/2018 09:30:00 AM,Theft,289,4300 Block S 299TH ST,AUBURN,WA,98001,01/17/2019 07:42:00 PM,02/21/2019 01:39:00 AM,9,Thursday,POINT (-122.280735 47.33397900000001)
C19026809,07/15/2019 08:30:00 AM,Assault,112,9600 Block 16TH AVE SW,SEATTLE,WA,98106,07/16/2019 12:35:00 PM,07/16/2019 07:46:00 PM,8,Monday,POINT (-122.35517100000001 47.517413)
C19033931,09/04/2019 02:18:00 PM,Assault,101,12800 Block 175TH AVE SE,RENTON,WA,98059,09/06/2019 03:35:00 PM,09/06/2019 05:26:00 PM,14,Wednesday,POINT (-122.106946 47.487694000000005)
C19004475,01/19/2019 11:59:00 PM,Theft from Vehicle,288,4700 Block S 302ND LN,AUBURN,WA,98001,02/02/2019 04:04:00 PM,02/21/2019 02:34:00 AM,23,Saturday,POINT (-122.274541 47.329864)
C18036571,08/17/2018 06:51:00 PM,Assault,112,18500 Block 131ST AVE SE,RENTON,WA,98058,01/11/2019 12:07:00 AM,03/07/2019 05:57:00 PM,18,Friday,POINT (-122.16557500000002 47.43628)
C19042495,11/05/2019 10:21:00 PM,Other,511,1500 Block SW SUNSET BLVD,RENTON,WA,98057,11/13/2019 05:15:00 PM,11/13/2019 07:07:00 PM,22,Tuesday,
C19024010,06/24/2019 11:50:00 AM,Other,371,11400 Block 1ST AVE S,SEATTLE,WA,98168,06/25/2019 11:26:00 AM,06/25/2019 05:17:00 PM,11,Monday,POINT (-122.33370399999998 47.500543)
C19013327,04/07/2019 02:30:00 PM,Theft,286,7700 Block NE BOTHELL WAY,KENMORE,WA,98028,04/08/2019 09:51:00 PM,04/18/2019 12:17:00 AM,14,Sunday,POINT (-122.237001 47.756343)
C18053063,12/10/2018 02:27:00 PM,Other,504,2000 Block S 360TH ST,FEDERAL WAY,WA,98003,01/17/2019 07:36:00 PM,02/21/2019 01:33:00 AM,14,Monday,POINT (-122.307392 47.278922)
C19001443,01/10/2019 09:38:00 PM,Other,360,SE LAKE HOLM RD & 161ST LN SE,AUBURN,WA,98092,01/14/2019 03:54:00 PM,02/21/2019 02:07:00 AM,21,Thursday,POINT (-122.127335 47.300609)
C19031873,08/20/2019 04:08:00 PM,Drugs,204,2800 Block SW CAMBRIDGE ST,SEATTLE,WA,98126,08/21/2019 10:00:00 PM,08/22/2019 05:47:00 PM,16,Tuesday,POINT (-122.366501 47.519234000000004)
C19012118,03/30/2019 10:10:00 AM,Theft from Vehicle,312,10400 Block DES MOINES MEMORIAL DR S,BURIEN,WA,98168,03/30/2019 05:55:00 PM,06/11/2019 08:17:00 PM,10,Saturday,POINT (-122.305971 47.510298)
C18033904,07/29/2018 06:00:00 PM,Breaking & Entering,274,18100 Block SE 440TH ST,ENUMCLAW,WA,98022,01/10/2019 11:43:00 PM,02/20/2019 11:26:00 PM,18,Sunday,POINT (-122.10147300000001 47.209002)
C18036902,08/19/2018 07:00:00 PM,Theft of Vehicle,300,9600 Block 15TH AVE SW,SEATTLE,WA,98106,01/17/2019 05:59:00 PM,02/20/2019 11:51:00 PM,19,Sunday,POINT (-122.35401800000001 47.51706600000001)
C19009775,03/13/2019 06:45:00 PM,Property Crime,332,10800 Block 5TH AVE S,SEATTLE,WA,98168,03/14/2019 11:08:00 PM,03/15/2019 05:29:00 PM,18,Wednesday,POINT (-122.32786600000001 47.507038)
C19003239,01/12/2019 02:00:00 PM,Sexual Assault,146,9600 Block 16TH AVE SW,SEATTLE,WA,98106,01/30/2019 05:48:00 PM,03/07/2019 10:37:00 PM,14,Saturday,POINT (-122.35517100000001 47.517413)
C18047623,11/01/2018 01:00:00 PM,Drugs,200,1200 Block S KING ST,SEATTLE,WA,98144,01/17/2019 07:20:00 PM,08/20/2019 06:18:00 PM,13,Thursday,
C18046863,10/27/2018 11:20:00 AM,Death,222,40600 Block SE REINIG RD,SNOQUALMIE,WA,98065,01/17/2019 07:21:00 PM,02/21/2019 01:02:00 AM,11,Saturday,POINT (-121.80145699999998 47.529387)
C19002817,01/20/2019 05:51:00 PM,Other,371,11100 Block 428TH AVE SE,NORTH BEND,WA,98045,01/30/2019 05:46:00 PM,02/21/2019 02:30:00 AM,17,Sunday,POINT (-121.769334 47.500323)
C19022910,06/16/2019 07:16:00 AM,Theft of Vehicle,300,100 Block SW 112TH ST,TUKWILA,WA,98168,06/17/2019 09:56:00 PM,06/26/2019 08:27:00 PM,7,Sunday,POINT (-122.33303400000001 47.503148)
C19020594,05/30/2019 05:00:00 PM,Traffic,424,18000 Block SE 256TH ST,COVINGTON,WA,98042,05/31/2019 11:13:00 PM,06/01/2019 12:58:00 AM,17,Thursday,POINT (-122.10146100000001 47.372605)
C18046680,10/22/2018 01:01:00 PM,Other,503,23900 Block 102ND AVE SE,KENT,WA,98031,01/17/2019 07:17:00 PM,02/21/2019 02:29:00 AM,13,Monday,POINT (-122.20485399999998 47.387498)
C19037175,08/31/2019 06:49:00 PM,Property Crime,190,20200 Block 276TH AVE SE,MAPLE VALLEY,WA,98038,10/03/2019 06:08:00 PM,10/03/2019 07:57:00 PM,18,Saturday,POINT (-121.973149 47.420774)
C19004097,01/29/2019 06:04:00 PM,Assault,102,28200 Block 46TH AVE S,KENT,WA,98001,01/31/2019 06:54:00 PM,02/21/2019 06:45:00 PM,18,Tuesday,
C19030287,08/06/2019 03:59:00 AM,Property Crime,190,1000 Block MONROE AVE,ENUMCLAW,WA,98022,08/09/2019 03:20:00 AM,08/13/2019 12:45:00 AM,3,Tuesday,POINT (-121.99028099999998 47.199508)
C19031350,08/16/2019 02:35:00 PM,Assault,112,200 Block S 156TH ST,BURIEN,WA,98148,08/17/2019 05:15:00 PM,08/19/2019 07:18:00 PM,14,Friday,POINT (-122.33141900000001 47.463292)
C19002189,01/15/2019 12:00:00 PM,Property Crime,182,34200 Block 40TH AVE S,AUBURN,WA,98001,01/17/2019 01:54:00 PM,02/21/2019 02:37:00 AM,12,Tuesday,POINT (-122.283588 47.295104)
C19010888,03/21/2019 04:57:00 PM,Other,232,31700 Block 161ST PL SE,AUBURN,WA,98092,03/22/2019 09:29:00 PM,03/22/2019 11:44:00 PM,16,Thursday,POINT (-122.126839 47.317701)
C18053449,12/12/2018 09:55:00 PM,Traffic,406,17200 Block 140TH AVE SE,RENTON,WA,98058,02/21/2019 01:35:00 AM,02/21/2019 01:36:00 AM,21,Wednesday,POINT (-122.15406700000001 47.448529)
C19044348,11/18/2019 12:00:00 AM,Other,503,35700 Block 16TH AVE S,FEDERAL WAY,WA,98003,11/20/2019 07:25:00 PM,11/26/2019 11:07:00 PM,0,Monday,POINT (-122.31239500000001 47.281401)
C18048944,11/10/2018 02:29:00 AM,Breaking & Entering,271,34000 Block MILITARY RD S,AUBURN,WA,98001,01/17/2019 07:24:00 PM,02/21/2019 01:09:00 AM,2,Saturday,POINT (-122.27370299999998 47.297027)
C19002856,01/21/2019 01:35:00 AM,Other,504,17200 Block 140TH AVE SE,RENTON,WA,98058,01/30/2019 05:48:00 PM,02/21/2019 02:31:00 AM,1,Monday,POINT (-122.15406700000001 47.448529)
C18043083,10/02/2018 07:55:00 AM,Other,377,16600 Block SE 136TH ST,RENTON,WA,98059,02/21/2019 12:30:00 AM,02/21/2019 12:31:00 AM,7,Tuesday,POINT (-122.118595 47.480833)
C19017501,04/15/2019 12:00:00 AM,Other,503,700 Block 10TH ST NE,AUBURN,WA,98002,05/08/2019 06:04:00 PM,05/24/2019 10:13:00 AM,0,Monday,POINT (-122.222013 47.316896)
C18043811,10/06/2018 08:53:00 PM,Other,504,RENTON AVE S & 68TH AVE S,BRYN MAWR-SKYWAY,WA,98178,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,20,Saturday,POINT (-122.24874299999999 47.497776)
C18046854,10/27/2018 01:30:00 AM,Property Crime,334,32900 Block 210TH AVE SE,KENT,WA,98042,01/17/2019 07:17:00 PM,02/21/2019 12:53:00 AM,1,Saturday,
C19002155,01/15/2019 07:00:00 PM,Theft of Vehicle,300,17500 Block SE 134TH ST,RENTON,WA,98059,01/17/2019 01:54:00 PM,02/21/2019 02:30:00 AM,19,Tuesday,POINT (-122.105606 47.482213)
C18054710,12/21/2018 02:03:00 PM,Traffic,399,40600 Block VEAZIE CUMBERLAND RD SE,ENUMCLAW,WA,98022,02/21/2019 01:44:00 AM,02/21/2019 01:45:00 AM,14,Friday,
C19001079,01/06/2019 12:00:00 AM,Theft,284,15200 Block 149TH AVE SE,RENTON,WA,98058,02/11/2019 05:18:00 PM,02/21/2019 02:03:00 AM,0,Sunday,POINT (-122.14238 47.466707)
C19042231,11/03/2019 09:00:00 PM,Breaking & Entering,274,14700 Block SE 145TH PL,RENTON,WA,98059,11/05/2019 04:35:00 PM,11/05/2019 06:26:00 PM,21,Sunday,POINT (-122.143568 47.473374)
C18049412,11/13/2018 11:04:00 PM,Property Crime,334,3700 Block MONTLAKE BLVD NE,SEATTLE,WA,98105,01/17/2019 07:25:00 PM,02/21/2019 01:10:00 AM,23,Tuesday,POINT (-122.304203 47.650355)
C18040290,09/13/2018 02:27:00 PM,Other,325,AURORA AVE N & N 93RD ST,SEATTLE,WA,98103,01/17/2019 06:50:00 PM,02/21/2019 12:10:00 AM,14,Thursday,POINT (-122.344583 47.696361)
C19023611,06/21/2019 01:12:00 AM,Weapons Offense,225,11100 Block 1ST AVE SW,SEATTLE,WA,98146,06/21/2019 06:26:00 PM,07/16/2019 06:26:00 PM,1,Friday,
C19015065,04/20/2019 12:30:00 AM,Other,323,9100 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98118,04/20/2019 04:56:00 PM,04/24/2019 10:20:00 PM,0,Saturday,POINT (-122.279382 47.52195)
C19035598,09/03/2019 12:00:00 AM,Sexual Assault,146,16500 Block SE AUBURN BLACK DIAMOND RD,AUBURN,WA,98092,09/18/2019 07:56:00 PM,09/19/2019 12:41:00 PM,0,Tuesday,POINT (-122.12133700000001 47.318703)
C19030920,08/13/2019 03:25:00 PM,Drugs,200,SODO BUSWAY,SEATTLE,WA,98134,08/14/2019 02:39:00 AM,08/14/2019 06:46:00 PM,15,Tuesday,
C19025525,07/05/2019 03:21:00 PM,Traffic,412,TINKHAM RD SE,NORTH BEND,WA,98045,07/07/2019 10:55:00 PM,07/09/2019 07:27:00 PM,15,Friday,
C19008248,03/02/2019 09:34:00 PM,Vehicle Recovery,311,20800 Block SE 456TH WAY,ENUMCLAW,WA,98022,03/05/2019 07:15:00 AM,03/05/2019 07:57:00 PM,21,Saturday,POINT (-122.064067 47.190234)
C19030654,08/11/2019 04:59:00 PM,Assault,112,29300 Block 215TH PL SE,KENT,WA,98042,08/12/2019 03:06:00 AM,08/12/2019 05:47:00 PM,16,Sunday,POINT (-122.05428600000002 47.339358)
C19017390,05/06/2019 09:15:00 PM,Theft,287,3900 Block 236TH AVE NE,REDMOND,WA,98053,05/09/2019 03:47:00 PM,05/15/2019 12:18:00 AM,21,Monday,POINT (-122.024684 47.644273)
C19026831,07/14/2019 11:00:00 PM,Robbery,129,1 Block AVE SW & SW 104TH ST,WHITE CENTER,WA,98146,07/17/2019 12:16:00 PM,07/17/2019 06:56:00 PM,23,Sunday,
C19038231,10/05/2019 12:00:00 AM,Assault,223,16800 Block SE 140TH ST,RENTON,WA,98059,10/07/2019 05:05:00 PM,10/07/2019 06:58:00 PM,0,Saturday,POINT (-122.11624 47.477166000000004)
C19028770,07/29/2019 03:03:00 AM,Other,371,36300 Block 21ST CT S,FEDERAL WAY,WA,98003,07/31/2019 09:55:00 AM,07/31/2019 06:27:00 PM,3,Monday,POINT (-122.306599 47.276033)
C19037614,10/01/2019 10:37:00 AM,Other,510,29400 Block 34TH AVE S,AUBURN,WA,98001,10/02/2019 04:35:00 PM,10/02/2019 06:27:00 PM,10,Tuesday,POINT (-122.289394 47.338326)
C18054556,12/20/2018 03:40:00 PM,Other,504,400 Block 4TH AVE N,KENT,WA,98032,01/17/2019 07:46:00 PM,02/21/2019 01:45:00 AM,15,Thursday,POINT (-122.23734599999999 47.384732)
C18032747,07/23/2018 02:00:00 AM,Assault,111,10200 Block 28TH AVE SW,SEATTLE,WA,98146,01/10/2019 11:42:00 PM,02/20/2019 11:25:00 PM,2,Monday,POINT (-122.368422 47.511797)
C19021936,06/09/2019 03:56:00 PM,Other,324,13900 Block 146TH AVE SE,RENTON,WA,98059,06/10/2019 09:09:00 PM,06/10/2019 11:57:00 PM,15,Sunday,POINT (-122.145785 47.477948000000005)
C19039152,10/12/2019 01:53:00 PM,Other,236,4900 Block PRESTON,FALL CITY,WA,98024,10/14/2019 04:26:00 PM,10/14/2019 06:24:00 PM,13,Saturday,
C19007543,02/26/2019 09:40:00 AM,Theft of Vehicle,300,S 129TH ST & MARTIN LUTHER KING JR WAY S,BRYN MAWR-SKYWAY,WA,98178,02/27/2019 01:14:00 PM,03/05/2019 10:12:00 PM,9,Tuesday,POINT (-122.25805 47.487334)
C19042377,11/05/2019 09:40:00 AM,Property Crime,182,4200 Block S 290TH ST,AUBURN,WA,98001,11/06/2019 05:35:00 PM,11/06/2019 07:26:00 PM,9,Tuesday,POINT (-122.28131400000001 47.341527)
C19044612,11/21/2019 07:39:00 AM,Other,371,4500 Block 223RD PL NE,REDMOND,WA,98053,11/22/2019 04:35:00 PM,11/22/2019 06:29:00 PM,7,Thursday,POINT (-122.041816 47.64969)
C19032562,08/25/2019 05:23:00 PM,Vehicle Recovery,311,9300 Block 15TH AVE S,SEATTLE,WA,98108,08/26/2019 10:36:00 PM,08/27/2019 12:57:00 AM,17,Sunday,POINT (-122.31237999999999 47.520303)
C18040238,09/12/2018 12:00:00 PM,Theft from Vehicle,288,10400 Block DES MOINES MEMORIAL DR S,BURIEN,WA,98168,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,12,Wednesday,POINT (-122.305971 47.510298)
C18037560,08/07/2018 10:00:00 PM,Other Sexual Offense,147,33000 Block SE 99TH ST,SNOQUALMIE,WA,98065,01/17/2019 05:59:00 PM,02/20/2019 11:51:00 PM,22,Tuesday,POINT (-121.90069600000001 47.520523)
C19008989,03/07/2019 04:00:00 PM,Theft,284,16100 Block PARKSIDE WAY SE,RENTON,WA,98058,03/12/2019 02:35:00 AM,03/12/2019 06:11:00 PM,16,Thursday,POINT (-122.116763 47.458166)
C19003254,01/23/2019 06:16:00 PM,Other,511,1 Block AVE S & S JACKSON ST,SEATTLE,WA,98104,01/30/2019 05:50:00 PM,02/21/2019 02:32:00 AM,18,Wednesday,
C19026946,07/16/2019 12:08:00 AM,Property Crime,334,10000 Block 12TH AVE S,SEATTLE,WA,98168,07/17/2019 06:36:00 AM,07/17/2019 07:56:00 PM,0,Tuesday,POINT (-122.31779699999998 47.513804)
C19039892,10/17/2019 07:25:00 PM,Other,232,33400 Block 190TH AVE SE,AUBURN,WA,98092,10/18/2019 04:55:00 PM,10/18/2019 06:47:00 PM,19,Thursday,POINT (-122.089095 47.302457)
C19000089,12/08/2018 12:00:00 PM,Breaking & Entering,274,3000 Block B ST SE,AUBURN,WA,98002,02/21/2019 01:55:00 AM,03/12/2019 06:28:00 PM,12,Saturday,POINT (-122.227217 47.28187)
C18031939,07/18/2018 03:18:00 PM,Other,323,13400 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,01/10/2019 08:03:00 PM,02/20/2019 11:18:00 PM,15,Wednesday,POINT (-122.24803400000002 47.482827)
C19015273,04/21/2019 06:30:00 PM,Assault,112,15100 Block CEDAR GROVE RD SE,ISSAQUAH,WA,98027,04/22/2019 12:07:00 PM,04/25/2019 08:38:00 PM,18,Sunday,
C19035567,09/15/2019 04:50:00 AM,Other,315,14300 Block SE 171ST WAY,RENTON,WA,98058,09/19/2019 08:35:00 AM,09/20/2019 02:21:00 AM,4,Sunday,POINT (-122.14923599999999 47.445835)
C18049695,11/15/2018 09:23:00 PM,Assault,112,500 Block S ROYAL BROUGHAM WAY,SEATTLE,WA,98104,01/17/2019 07:42:00 PM,02/21/2019 01:39:00 AM,21,Thursday,POINT (-122.327553 47.592394)
C19039634,10/16/2019 07:39:00 AM,Vehicle Recovery,311,13200 Block 4TH AVE S,BURIEN,WA,98168,10/16/2019 10:45:00 PM,10/17/2019 12:37:00 AM,7,Wednesday,POINT (-122.32860500000001 47.48402)
C19007309,02/24/2019 06:30:00 PM,Other,371,13800 Block SE 192ND ST,RENTON,WA,98058,02/25/2019 09:24:00 PM,02/26/2019 08:06:00 PM,18,Sunday,POINT (-122.155726 47.430347)
C19033292,08/30/2019 04:20:00 PM,Other,504,10200 Block 17TH AVE SW,SEATTLE,WA,98146,09/03/2019 06:45:00 PM,09/03/2019 08:36:00 PM,16,Friday,POINT (-122.35622199999999 47.511264000000004)
C19020786,05/31/2019 08:25:00 PM,Other,504,18100 Block 176TH AVE NE,WOODINVILLE,WA,98072,06/02/2019 11:05:00 PM,06/03/2019 07:10:00 PM,20,Friday,POINT (-122.10483200000002 47.759605)
C18045370,10/17/2018 04:42:00 PM,Other,371,18200 Block WESTSIDE HWY SW,VASHON,WA,98070,01/17/2019 07:11:00 PM,02/21/2019 12:39:00 AM,16,Wednesday,POINT (-122.508537 47.441564)
C19038275,10/05/2019 05:27:00 PM,Vehicle Recovery,311,18600 Block SE 162ND ST,RENTON,WA,98058,10/08/2019 05:26:00 PM,10/09/2019 07:45:00 AM,17,Saturday,POINT (-122.09276299999999 47.457501)
C18050222,11/19/2018 09:01:00 PM,Assault with Deadly Weapon,103,9600 Block 28TH AVE SW,SEATTLE,WA,98126,01/17/2019 07:28:00 PM,03/08/2019 01:18:00 AM,21,Monday,POINT (-122.368637 47.517422)
C19017815,05/10/2019 10:40:00 AM,Liquor,606,E MADISON ST & 17TH AVE,SEATTLE,WA,98122,05/11/2019 03:46:00 PM,05/14/2019 09:11:00 PM,10,Friday,POINT (-122.310141 47.615596)
C18035437,08/10/2018 06:03:00 AM,Traffic,421,BEAR CREEK PKWY & LEARY WAY NE,REDMOND,WA,98052,02/21/2019 12:10:00 AM,02/21/2019 12:11:00 AM,6,Friday,POINT (-122.124635 47.67197)
C19000704,01/06/2019 05:15:00 AM,Robbery,125,5000 Block S 288TH ST,AUBURN,WA,98001,02/13/2019 08:14:00 AM,02/21/2019 02:37:00 AM,5,Sunday,POINT (-122.27050500000001 47.343418)
C18034647,08/05/2018 09:30:00 AM,Assault,112,12600 Block 57TH AVE S,SEATTLE,WA,98178,01/10/2019 11:59:00 PM,02/20/2019 11:38:00 PM,9,Sunday,POINT (-122.26102300000001 47.489863)
C19006392,02/18/2019 01:06:00 AM,Drugs,204,42700 Block 212TH AVE SE,ENUMCLAW,WA,98022,02/18/2019 01:24:00 PM,02/21/2019 05:23:00 PM,1,Monday,POINT (-122.05902700000001 47.218091)
C19008637,03/05/2019 02:30:00 PM,Assault,112,1 Block AVE S & S 112TH ST,WHITE CENTER,WA,98168,03/08/2019 12:09:00 AM,03/08/2019 01:57:00 AM,14,Tuesday,
C19024932,07/01/2019 10:22:00 AM,Assault,101,SW BARTON ST & 26TH AVE SW,SEATTLE,WA,98106,07/02/2019 12:45:00 PM,08/16/2019 06:35:00 PM,10,Monday,POINT (-122.36590500000001 47.521029)
C19034917,09/09/2019 02:00:00 PM,Theft,289,47200 Block 241ST AVE SE,ENUMCLAW,WA,98022,09/12/2019 05:17:00 PM,09/12/2019 07:07:00 PM,14,Monday,POINT (-122.02090800000002 47.177515)
C19040472,10/22/2019 11:11:00 AM,Theft,284,20300 Block NE 108TH ST,REDMOND,WA,98053,10/31/2019 05:05:00 PM,11/05/2019 11:16:00 PM,11,Tuesday,POINT (-122.069874 47.695088000000005)
C19042292,11/03/2019 01:00:00 PM,Theft of Vehicle,300,NE UNION HILL RD & 196TH AVE NE,REDMOND,WA,98052,11/06/2019 12:17:00 AM,11/06/2019 02:06:00 AM,13,Sunday,
C19004019,01/23/2019 12:00:00 AM,Other,503,34500 Block 9TH AVE S,FEDERAL WAY,WA,98003,01/30/2019 10:54:00 PM,02/21/2019 02:36:00 AM,0,Wednesday,POINT (-122.32259700000002 47.293409)
C19035932,09/18/2019 11:04:00 PM,Disorder,363,N 145TH ST & WALLINGFORD AVE N,SHORELINE,WA,98133,09/20/2019 05:48:00 AM,09/20/2019 05:04:00 PM,23,Wednesday,POINT (-122.33700399999998 47.734134)
C19021798,06/08/2019 09:52:00 AM,Other,350,5500 Block S 338TH ST,AUBURN,WA,98001,06/09/2019 01:56:00 PM,06/10/2019 08:37:00 PM,9,Saturday,POINT (-122.266246 47.298833)
C18044616,10/12/2018 09:05:00 AM,Assault,111,S HOLGATE ST & AIRPORT WAY S,SEATTLE,WA,98134,01/17/2019 07:10:00 PM,02/26/2019 10:46:00 PM,9,Friday,POINT (-122.32140800000002 47.58601)
C19028786,07/29/2019 04:00:00 AM,Other,315,19600 Block 138TH AVE SE,RENTON,WA,98058,07/29/2019 08:05:00 PM,07/29/2019 08:16:00 PM,4,Monday,POINT (-122.15640900000001 47.426561)
C18048409,11/06/2018 05:29:00 PM,Assault,101,13000 Block LAKE CITY WAY NE,SEATTLE,WA,98125,01/30/2019 05:46:00 PM,02/21/2019 02:30:00 AM,17,Tuesday,POINT (-122.292779 47.72376)
C19031883,08/20/2019 11:10:00 AM,Assault,112,19400 Block 636TH AVE NE,BARING,WA,98224,08/21/2019 05:25:00 AM,08/21/2019 05:27:00 PM,11,Tuesday,POINT (-121.485565 47.770881)
C18035890,08/13/2018 01:45:00 PM,Other,371,17900 Block 97TH PL SW,VASHON,WA,98070,01/11/2019 12:00:00 AM,02/20/2019 11:39:00 PM,13,Monday,POINT (-122.457946 47.445709)
C19044413,11/20/2019 03:08:00 AM,Other,422,SR 167 NB & KENT DES MOINES RD,KENT,WA,98371,11/21/2019 05:05:00 PM,11/21/2019 06:56:00 PM,3,Wednesday,
C19043656,11/14/2019 01:20:00 PM,Other,234,400 Block S JACKSON ST,SEATTLE,WA,98104,11/15/2019 04:05:00 PM,11/15/2019 05:16:00 PM,13,Thursday,POINT (-122.328403 47.599214)
C19023877,06/23/2019 04:00:00 AM,Property Crime,313,31900 Block MILITARY RD S,FEDERAL WAY,WA,98001,06/24/2019 04:55:00 AM,06/24/2019 05:07:00 PM,4,Sunday,POINT (-122.28376600000001 47.315462)
C18041425,09/21/2018 08:58:00 AM,Traffic,416,11900 Block RENTON AVE S,SEATTLE,WA,98178,01/17/2019 06:54:00 PM,02/21/2019 12:17:00 AM,8,Friday,POINT (-122.244907 47.496912)
C19034429,09/07/2019 05:00:00 PM,Theft,284,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,09/09/2019 09:55:00 PM,11/05/2019 11:07:00 PM,17,Saturday,POINT (-121.840364 47.516794)
C19009133,03/08/2019 04:00:00 AM,Breaking & Entering,274,34000 Block PEASLEY CANYON WAY S,AUBURN,WA,98001,03/12/2019 01:35:00 AM,03/12/2019 05:56:00 PM,4,Friday,POINT (-122.27324000000002 47.297029)
C18049689,11/15/2018 08:39:00 PM,Other,371,10700 Block CEDAR PARK CRES NE,REDMOND,WA,98053,01/17/2019 07:26:00 PM,02/21/2019 01:12:00 AM,20,Thursday,
