case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C19019547,05/22/2019 07:34:00 PM,Other,236,15400 Block INTERNATIONAL BLVD,SEATAC,WA,98188,05/23/2019 02:24:00 PM,05/24/2019 08:53:00 AM,19,Wednesday,POINT (-122.28891600000001 47.465125)
C19024422,06/26/2019 11:00:00 PM,Theft,281,SW 104TH ST & 16TH AVE SW,WHITE CENTER,WA,98146,06/27/2019 05:16:00 PM,06/27/2019 07:07:00 PM,23,Wednesday,POINT (-122.35508999999999 47.51006)
C18040126,09/12/2018 10:00:00 AM,Theft from Vehicle,288,26500 Block SE MUD MOUNTAIN RD,ENUMCLAW,WA,98022,02/21/2019 12:09:00 AM,02/21/2019 12:10:00 AM,10,Wednesday,POINT (-121.98790600000001 47.168309)
C19020027,05/26/2019 07:39:00 PM,Assault,112,10600 Block 1ST AVE SW,SEATTLE,WA,98146,05/27/2019 09:55:00 PM,05/28/2019 07:26:00 PM,19,Sunday,POINT (-122.33477 47.507942)
C19043688,11/14/2019 01:29:00 AM,Other,371,17000 Block SE 134TH ST,RENTON,WA,98059,11/20/2019 08:15:00 PM,11/20/2019 10:07:00 PM,1,Thursday,POINT (-122.11416 47.482473)
C19040800,10/24/2019 01:20:00 PM,Other,377,S JACKSON ST & 5TH AVE S,SEATTLE,WA,98104,10/28/2019 08:55:00 PM,10/28/2019 10:46:00 PM,13,Thursday,POINT (-122.32768099999998 47.599215)
C19045177,11/25/2019 02:19:00 PM,Assault,101,500 Block S ROYAL BROUGHAM WAY,SEATTLE,WA,98104,12/02/2019 08:05:00 PM,12/12/2019 11:56:00 PM,14,Monday,POINT (-122.327553 47.592394)
C18034053,08/01/2018 08:39:00 AM,Other,511,500 Block S LANDER ST,SEATTLE,WA,98134,01/11/2019 12:10:00 AM,02/20/2019 11:46:00 PM,8,Wednesday,POINT (-122.326955 47.579812)
C18038299,08/30/2018 07:14:00 AM,Property Crime,327,31200 Block MILITARY RD S,AUBURN,WA,98001,01/17/2019 06:44:00 PM,02/20/2019 11:58:00 PM,7,Thursday,POINT (-122.287007 47.321788)
C19012070,03/29/2019 07:05:00 PM,Property Crime,334,NE BOTHELL WAY & 96TH AVE NE,BOTHELL,WA,98011,03/30/2019 09:45:00 PM,04/02/2019 04:47:00 AM,19,Friday,POINT (-122.211832 47.751286)
C19006340,02/03/2019 12:00:00 AM,Breaking & Entering,274,10400 Block DES MOINES MEMORIAL DR S,SEATTLE,WA,98168,02/18/2019 09:04:00 PM,02/21/2019 02:40:00 AM,0,Sunday,POINT (-122.305971 47.510298)
C19014796,04/12/2019 02:45:00 PM,Property Crime,327,1 Block AVE & PINE ST,SEATTLE,WA,98101,04/20/2019 05:07:00 AM,04/23/2019 10:48:00 PM,14,Friday,
C19036770,09/25/2019 03:00:00 AM,Other,511,28900 Block 51ST AVE S,AUBURN,WA,98001,09/26/2019 08:18:00 PM,09/26/2019 10:07:00 PM,3,Wednesday,POINT (-122.27080800000002 47.343250000000005)
C18041384,09/20/2018 10:33:00 PM,Assault,112,1 Block AVE & VINE ST,SEATTLE,WA,98121,01/17/2019 06:56:00 PM,02/21/2019 12:18:00 AM,22,Thursday,
C18035815,08/12/2018 11:58:00 PM,Vehicle Recovery,311,15800 Block TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98188,01/17/2019 07:11:00 PM,02/21/2019 12:39:00 AM,23,Sunday,POINT (-122.290796 47.461332)
C19014791,04/18/2019 09:10:00 AM,Death,222,13900 Block SE 141ST ST,RENTON,WA,98059,04/19/2019 03:07:00 PM,04/19/2019 07:47:00 PM,9,Thursday,POINT (-122.154219 47.476716)
C19009722,03/13/2019 01:40:00 PM,Other,324,400 Block 4TH AVE N,KENT,WA,98032,03/13/2019 10:05:00 PM,03/14/2019 04:15:00 PM,13,Wednesday,POINT (-122.23734599999999 47.384732)
C19025653,07/06/2019 06:22:00 PM,Death,222,13700 Block 436TH AVE SE,NORTH BEND,WA,98045,07/07/2019 10:45:00 PM,07/09/2019 06:16:00 PM,18,Saturday,POINT (-121.758376 47.476085000000005)
C19011310,03/23/2019 09:51:00 PM,Other,377,S 121ST ST & 59TH AVE S,BRYN MAWR-SKYWAY,WA,98178,03/25/2019 11:29:00 AM,03/25/2019 07:08:00 PM,21,Saturday,POINT (-122.259641 47.494846)
C19012464,04/01/2019 02:00:00 PM,Property Crime,182,17300 Block 426TH AVE SE,NORTH BEND,WA,98045,04/04/2019 11:53:00 PM,05/13/2019 07:13:00 PM,14,Monday,POINT (-121.77275000000002 47.444774)
C19001008,01/07/2019 10:00:00 AM,Property Crime,189,19200 Block SE 332ND PL,AUBURN,WA,98092,02/12/2019 06:04:00 PM,02/21/2019 02:36:00 AM,10,Monday,POINT (-122.086216 47.303469)
C18048227,11/05/2018 07:38:00 PM,Other,377,13400 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,01/17/2019 07:21:00 PM,02/21/2019 01:02:00 AM,19,Monday,POINT (-122.24803400000002 47.482827)
C18037819,08/26/2018 11:45:00 PM,Property Crime,332,10600 Block 16TH AVE SW,SEATTLE,WA,98146,02/20/2019 11:49:00 PM,02/20/2019 11:51:00 PM,23,Sunday,POINT (-122.35510500000001 47.508569)
C19338109,09/20/2019 02:23:00 PM,Other,511,I,SHORELINE,WASHINGTON,,09/25/2019 04:25:00 PM,09/25/2019 04:26:00 PM,14,Friday,
C19021564,06/01/2019 09:45:00 AM,Assault,112,43600 Block SE 137TH CT,NORTH BEND,WA,98045,06/06/2019 11:16:00 PM,06/07/2019 07:07:00 PM,9,Saturday,POINT (-121.757327 47.476527)
C19037903,09/30/2019 12:00:00 AM,Other,503,1700 Block E VALLEY RD,RENTON,WA,98057,10/08/2019 05:45:00 PM,10/09/2019 07:46:00 AM,0,Monday,POINT (-122.218494 47.464539)
C18050694,11/23/2018 03:42:00 PM,Other,377,S 260TH ST & PACIFIC HWY S,DES MOINES,WA,98198,01/17/2019 07:29:00 PM,02/21/2019 01:19:00 AM,15,Friday,POINT (-122.303848 47.368702)
C18037116,05/03/2018 02:22:00 AM,Other,510,SW 108TH ST & 8TH AVE SW,SEATTLE,WA,98146,01/11/2019 12:10:00 AM,02/20/2019 11:46:00 PM,2,Thursday,POINT (-122.34466 47.506594)
C19002227,01/16/2019 03:13:00 PM,Drugs,204,1500 Block GALER ST,SEATTLE,WA,98119,01/17/2019 04:14:00 AM,02/21/2019 02:10:00 AM,15,Wednesday,POINT (-122.37687600000001 47.631549)
C18040918,09/17/2018 10:00:00 PM,Theft of Vehicle,300,10400 Block DES MOINES MEMORIAL DR S,BURIEN,WA,98168,01/17/2019 07:17:00 PM,02/21/2019 12:55:00 AM,22,Monday,POINT (-122.305971 47.510298)
C19006347,02/17/2019 03:27:00 PM,Other,511,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,02/18/2019 10:14:00 PM,02/21/2019 02:41:00 AM,15,Sunday,POINT (-121.840364 47.516794)
C19041336,10/28/2019 08:30:00 AM,Breaking & Entering,274,1 Block 292ND AVE NE,FALL CITY,WA,98024,10/29/2019 03:45:00 PM,10/29/2019 05:37:00 PM,8,Monday,POINT (-121.94630600000002 47.608304)
C18033241,07/25/2018 09:00:00 PM,Property Crime,334,17600 Block SE 299TH PL,AUBURN,WA,98092,01/10/2019 11:46:00 PM,01/11/2019 01:12:00 AM,21,Wednesday,
C19047048,12/09/2019 09:50:00 PM,Vehicle Recovery,311,29100 Block 42ND AVE S,AUBURN,WA,98001,12/12/2019 06:39:00 PM,12/12/2019 08:26:00 PM,21,Monday,POINT (-122.281338 47.340625)
C18051679,11/30/2018 12:48:00 PM,Other,511,1 Block AVE & YESLER WAY,SEATTLE,WA,98104,02/21/2019 01:23:00 AM,02/21/2019 01:25:00 AM,12,Friday,
C18045068,10/15/2018 09:23:00 PM,Other,360,SE 224TH ST & 244TH AVE SE,HOBART,WA,98038,01/17/2019 07:10:00 PM,02/21/2019 12:38:00 AM,21,Monday,POINT (-122.016334 47.401098)
C18035798,08/12/2018 07:31:00 PM,Community Policing,567,34600 Block SE FALL CITY SNOQUALMIE RD,FALL CITY,WA,98024,01/11/2019 12:00:00 AM,02/20/2019 11:39:00 PM,19,Sunday,POINT (-121.88024700000001 47.568504)
C19013534,04/04/2019 12:00:00 AM,Other,503,2600 Block TALBOT CREST DR S,RENTON,WA,98055,04/09/2019 11:34:00 PM,04/10/2019 06:09:00 AM,0,Thursday,POINT (-122.213511 47.456211)
C19039748,10/16/2019 06:46:00 PM,Assault,112,37500 Block SE NORTH BEND WAY,SNOQUALMIE,WA,98065,10/18/2019 05:46:00 PM,10/23/2019 09:27:00 PM,18,Wednesday,POINT (-121.840364 47.516794)
C18034956,08/01/2018 01:30:00 PM,Theft from Vehicle,288,NW LEARY WAY & 15TH AVE NW,SEATTLE,WA,98107,01/10/2019 11:55:00 PM,02/20/2019 11:35:00 PM,13,Wednesday,POINT (-122.37607999999999 47.663651)
C19045385,11/27/2019 07:51:00 AM,Theft of Vehicle,300,31900 Block MILITARY RD S,AUBURN,WA,98001,12/02/2019 10:25:00 PM,12/11/2019 06:18:00 PM,7,Wednesday,POINT (-122.28376600000001 47.315462)
C19046623,12/06/2019 02:16:00 PM,Assault,101,1 Block AVE & SENECA ST,SEATTLE,WA,98101,12/10/2019 05:55:00 PM,12/10/2019 07:46:00 PM,14,Friday,
C18047694,11/01/2018 11:27:00 PM,Traffic,424,I,SNOQUALMIE,WA,,01/17/2019 07:18:00 PM,02/21/2019 12:57:00 AM,23,Thursday,
C18054626,12/20/2018 05:50:00 PM,Other,511,100 Block BROADWAY E,SEATTLE,WA,98102,05/13/2019 05:06:00 PM,05/16/2019 02:49:00 AM,17,Thursday,POINT (-122.320869 47.618898)
C18034390,08/03/2018 10:55:00 AM,Community Policing,567,400 Block S JACKSON ST,SEATTLE,WA,98104,01/10/2019 11:49:00 PM,02/20/2019 11:31:00 PM,10,Friday,POINT (-122.328403 47.599214)
C18037214,08/22/2018 01:59:00 PM,Property Crime,334,200 Block SW 112TH ST,SEATTLE,WA,98146,01/11/2019 12:10:00 AM,02/20/2019 11:46:00 PM,13,Wednesday,POINT (-122.33651600000002 47.503097)
C19030217,08/08/2019 10:13:00 AM,Property Crime,334,RAINIER AVE S & S HOLLY ST,SEATTLE,WA,98118,08/12/2019 04:17:00 PM,08/13/2019 06:21:00 PM,10,Thursday,POINT (-122.272811 47.542469)
C19009794,03/13/2019 09:52:00 PM,Other,511,17200 Block VASHON HWY SW,VASHON,WA,98070,03/15/2019 04:35:00 AM,03/15/2019 05:07:00 PM,21,Wednesday,POINT (-122.46047300000001 47.450547)
C19019036,05/19/2019 04:30:00 AM,Breaking & Entering,274,7000 Block S 116TH PL,SEATTLE,WA,98178,05/21/2019 05:37:00 PM,06/12/2019 06:17:00 PM,4,Sunday,POINT (-122.245648 47.498156)
C18053020,12/07/2018 11:13:00 AM,Other,503,7000 Block 86 ST SW,LAKEWOOD,WA,98499,01/17/2019 07:46:00 PM,02/21/2019 01:45:00 AM,11,Friday,POINT (-122.53029700000002 47.179604)
C18032936,06/14/2018 12:00:00 AM,Other Sexual Offense,150,300 Block 2ND AVENUE EXT S,SEATTLE,WA,98104,01/10/2019 11:42:00 PM,02/20/2019 11:25:00 PM,0,Thursday,POINT (-122.330648 47.600278)
C19036812,09/25/2019 11:25:00 AM,Other,377,SE 266TH ST & 148TH AVE SE,KENT,WA,98042,10/04/2019 05:55:00 PM,10/04/2019 07:37:00 PM,11,Wednesday,POINT (-122.14421600000001 47.363679)
C19032252,08/23/2019 06:59:00 AM,Other,504,1300 Block SW 128TH ST,BURIEN,WA,98146,08/23/2019 06:46:00 PM,08/23/2019 08:47:00 PM,6,Friday,POINT (-122.35159899999998 47.488431000000006)
C18032606,07/23/2018 08:28:00 AM,Other,371,7000 Block S 116TH PL,SEATTLE,WA,98178,01/10/2019 11:41:00 PM,02/20/2019 11:24:00 PM,8,Monday,POINT (-122.245648 47.498156)
C19036984,09/26/2019 10:50:00 AM,Vehicle Recovery,311,22800 Block NE WOODINVILLE DUVALL RD,WOODINVILLE,WA,98077,09/27/2019 05:16:00 PM,09/27/2019 07:07:00 PM,10,Thursday,POINT (-122.034681 47.76037300000001)
C19016708,04/01/2019 01:00:00 AM,Property Crime,189,11300 Block 196TH AVE NE,REDMOND,WA,98053,05/03/2019 04:36:00 PM,06/12/2019 10:47:00 PM,1,Monday,POINT (-122.078689 47.700102)
C18035314,08/09/2018 01:10:00 PM,Other,504,1 Block AVE & UNION ST,SEATTLE,WA,98101,01/11/2019 12:00:00 AM,02/20/2019 11:39:00 PM,13,Thursday,
C19027516,07/19/2019 11:44:00 PM,Traffic,404,SE 400TH ST & 244TH AVE SE,ENUMCLAW,WA,98022,07/23/2019 11:15:00 AM,07/23/2019 06:28:00 PM,23,Friday,POINT (-122.01618299999998 47.242835)
C19004642,02/02/2019 04:31:00 PM,Other,371,1 Block AVE S & S JACKSON ST,SEATTLE,WA,98104,02/09/2019 11:04:00 AM,02/21/2019 02:36:00 AM,16,Saturday,
C18041907,09/24/2018 11:18:00 AM,Theft of Vehicle,300,800 Block S 96TH ST,SEATTLE,WA,98108,01/17/2019 06:56:00 PM,02/21/2019 12:18:00 AM,11,Monday,POINT (-122.323286 47.517075)
C19044721,11/21/2019 08:10:00 PM,Property Crime,332,9800 Block 16TH AVE SW,SEATTLE,WA,98106,11/22/2019 04:15:00 PM,11/22/2019 06:06:00 PM,20,Thursday,POINT (-122.355148 47.515558)
C18033685,07/30/2018 04:20:00 AM,Theft from Vehicle,288,8600 Block DALLAS AVE S,SEATTLE,WA,98108,01/10/2019 11:52:00 PM,02/20/2019 11:33:00 PM,4,Monday,POINT (-122.31323300000001 47.526934)
C19005391,02/08/2019 01:00:00 PM,Assault,101,28400 Block 202ND AVE SE,COVINGTON,WA,98042,02/09/2019 04:54:00 AM,03/12/2019 06:11:00 PM,13,Friday,POINT (-122.07342400000002 47.346934000000005)
C19040261,10/20/2019 09:00:00 PM,Robbery,125,17200 Block 140TH AVE SE,RENTON,WA,98058,10/29/2019 05:05:00 PM,10/29/2019 06:56:00 PM,21,Sunday,POINT (-122.15406700000001 47.448529)
C19014017,04/09/2019 12:00:00 AM,Other,503,9900 Block S TACOMA WAY,LAKEWOOD,WA,98499,04/19/2019 09:16:00 PM,07/02/2019 10:16:00 PM,0,Tuesday,POINT (-122.48364000000001 47.167699)
C19013764,04/10/2019 03:03:00 PM,Property Crime,334,2600 Block SW 104TH ST,SEATTLE,WA,98146,04/11/2019 04:22:00 AM,04/12/2019 01:54:00 AM,15,Wednesday,POINT (-122.36570400000001 47.510038)
C19022544,06/13/2019 05:13:00 PM,Other,236,SE 312TH ST & 168TH WAY SE,LAKE MORTON-BERRYDALE,WA,98092,06/17/2019 04:45:00 AM,06/21/2019 06:17:00 PM,17,Thursday,POINT (-122.116114 47.322087)
C19025738,07/07/2019 01:00:00 PM,Other,165,SW 204TH ST & VASHON HWY SW,VASHON,WA,98070,07/08/2019 12:55:00 PM,07/19/2019 01:36:00 AM,13,Sunday,POINT (-122.460511 47.42196)
C19023546,06/19/2019 09:52:00 AM,Property Crime,183,3200 Block S 291ST ST,AUBURN,WA,98001,06/21/2019 09:46:00 PM,06/22/2019 01:07:00 AM,9,Wednesday,POINT (-122.29142599999999 47.340734)
C19035782,09/17/2019 05:00:00 PM,Assault,112,32500 Block NE 77TH ST,CARNATION,WA,98014,09/20/2019 06:57:00 AM,09/20/2019 05:52:00 PM,17,Tuesday,POINT (-121.90517800000002 47.671496)
C18048763,11/08/2018 08:28:00 PM,Other Sexual Offense,147,9800 Block 8TH AVE SW,SEATTLE,WA,98106,03/07/2019 07:55:00 PM,03/07/2019 10:50:00 PM,20,Thursday,POINT (-122.34530199999999 47.515642)
C19036475,09/23/2019 06:55:00 AM,Other,360,19400 Block NE 133RD ST,WOODINVILLE,WA,98077,09/25/2019 05:25:00 PM,09/25/2019 07:17:00 PM,6,Monday,
C19026567,07/13/2019 12:13:00 AM,Other,511,SW 104TH ST & 16TH AVE SW,WHITE CENTER,WA,98146,07/13/2019 10:35:00 AM,07/15/2019 06:57:00 PM,0,Saturday,POINT (-122.35508999999999 47.51006)
C18034970,09/01/2017 01:22:00 PM,Property Crime,182,18100 Block 145TH AVE SE,RENTON,WA,98058,01/17/2019 06:45:00 PM,02/21/2019 12:00:00 AM,13,Friday,POINT (-122.148111 47.439791)
C19021259,06/04/2019 05:30:00 AM,Death,222,28900 Block SE 216TH WAY,MAPLE VALLEY,WA,98038,06/05/2019 01:35:00 AM,06/13/2019 07:57:00 PM,5,Tuesday,POINT (-121.958894 47.409253)
C19027051,07/16/2019 05:00:00 PM,Other,360,25800 Block GOLD BEACH DR SW,VASHON,WA,98070,07/17/2019 10:15:00 PM,07/18/2019 12:46:00 AM,17,Tuesday,POINT (-122.42199399999998 47.372306)
C19042748,11/07/2019 04:39:00 PM,Other,371,8600 Block 236TH AVE NE,REDMOND,WA,98053,11/12/2019 10:45:00 PM,11/13/2019 12:37:00 AM,16,Thursday,POINT (-122.025255 47.678398)
C19025566,07/05/2019 09:46:00 PM,Vehicle Recovery,311,13200 Block SE 30TH ST,BELLEVUE,WA,98005,07/22/2019 12:35:00 PM,07/22/2019 08:07:00 PM,21,Friday,POINT (-122.163961 47.583776)
C18038202,08/29/2018 01:09:00 PM,Vehicle Recovery,311,12900 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,01/17/2019 06:41:00 PM,02/20/2019 11:53:00 PM,13,Wednesday,POINT (-122.25777400000001 47.487098)
C19027982,07/23/2019 03:19:00 PM,Other,377,23800 Block PACIFIC HWY S,KENT,WA,98032,08/10/2019 01:35:00 AM,08/12/2019 08:53:00 PM,15,Tuesday,POINT (-122.295927 47.388371)
C18042197,09/26/2018 02:44:00 PM,Other,324,800 Block 228TH AVE SE,SAMMAMISH,WA,98075,02/21/2019 12:19:00 AM,02/21/2019 12:20:00 AM,14,Wednesday,POINT (-122.035459 47.601378000000004)
C19029607,08/04/2019 05:47:00 AM,Other,422,SR 518 EB OFRP DES MOINES MEM & DES MOINES MEMORIAL DR S,BURIEN,WA,,08/04/2019 02:36:00 PM,08/05/2019 09:00:00 PM,5,Sunday,
C19020099,05/27/2019 12:49:00 PM,Traffic,408,9600 Block 17TH AVE SW,KING COUNTY,WA,98106,05/28/2019 11:05:00 PM,10/04/2019 03:56:00 PM,12,Monday,POINT (-122.356514 47.517402)
C19029818,08/05/2019 06:30:00 PM,Disorder,600,S JACKSON ST & 5TH AVE S,SEATTLE,WA,98104,09/19/2019 10:16:00 AM,09/20/2019 03:44:00 AM,18,Monday,POINT (-122.32768099999998 47.599215)
C19005097,02/01/2019 06:13:00 PM,Other Sexual Offense,144,S WALKER ST & RAINIER AVE S,SEATTLE,WA,98144,02/15/2019 10:54:00 AM,02/21/2019 06:45:00 PM,18,Friday,POINT (-122.30219299999999 47.58365500000001)
C18043009,10/01/2018 07:10:00 PM,Other,162,29700 Block 216TH PL SE,KENT,WA,98042,02/21/2019 12:22:00 AM,02/21/2019 12:23:00 AM,19,Monday,POINT (-122.054217 47.336419)
C19008650,03/05/2019 03:09:00 PM,Other,377,500 Block S LANDER ST,SEATTLE,WA,98134,03/06/2019 02:32:00 AM,03/07/2019 07:37:00 PM,15,Tuesday,POINT (-122.326955 47.579812)
C19039370,10/14/2019 12:00:00 PM,Other,511,13000 Block 1ST AVE S,BURIEN,WA,98168,10/14/2019 11:05:00 PM,10/15/2019 12:56:00 AM,12,Monday,POINT (-122.33383200000002 47.485639)
C19031428,08/17/2019 09:15:00 AM,Other,360,21600 Block VASHON HWY SW,VASHON,WA,98070,08/17/2019 05:05:00 PM,08/19/2019 08:27:00 PM,9,Saturday,POINT (-122.460468 47.411035)
C19042171,11/03/2019 11:21:00 PM,Community Policing,553,MAPLE VALLEY HWY & SE 5TH ST,RENTON,WA,98058,11/04/2019 04:15:00 PM,11/04/2019 06:10:00 PM,23,Sunday,POINT (-122.17946199999999 47.47709)
C19011489,03/26/2019 07:56:00 AM,Fire,453,29200 Block 18TH AVE S,FEDERAL WAY,WA,98003,05/03/2019 02:46:00 PM,05/03/2019 08:21:00 PM,7,Tuesday,POINT (-122.310673 47.339584)
C19001595,01/11/2019 11:07:00 PM,Disorder,372,NW 85TH ST & 27TH AVE NW,SEATTLE,WA,98117,01/14/2019 08:44:00 AM,02/21/2019 02:07:00 AM,23,Friday,POINT (-122.390895 47.690577)
C18040816,09/17/2018 12:04:00 PM,Other,511,13800 Block SE 224TH ST,KENT,WA,98042,01/17/2019 06:54:00 PM,02/21/2019 12:17:00 AM,12,Monday,POINT (-122.15717500000001 47.401387)
C19040192,10/20/2019 06:40:00 AM,Property Crime,336,FAIRVIEW AVE N & VALLEY ST.,SEATTLE,WA,98109,10/21/2019 03:26:00 PM,10/21/2019 05:18:00 PM,6,Sunday,POINT (-122.33435 47.625993)
C19039919,10/17/2019 11:20:00 PM,Other,162,10600 Block 14TH AVE SW,SEATTLE,WA,98146,10/18/2019 03:45:00 PM,10/18/2019 05:37:00 PM,23,Thursday,POINT (-122.351782 47.507256)
C19007495,02/25/2019 09:23:00 PM,Traffic,424,NE 143RD ST & 15TH AVE NE,SEATTLE,WA,98125,02/26/2019 01:34:00 PM,03/08/2019 01:38:00 AM,21,Monday,POINT (-122.312718 47.732130000000005)
C19022888,06/16/2019 03:00:00 AM,Property Crime,334,9100 Block 226TH PL NE,REDMOND,WA,98053,06/18/2019 12:46:00 AM,06/18/2019 05:27:00 PM,3,Sunday,POINT (-122.037928 47.681827)
C19030632,08/11/2019 01:38:00 PM,Other,422,I,TUKWILA,WA,,10/22/2019 04:36:00 PM,10/22/2019 06:28:00 PM,13,Sunday,
C19025261,06/01/2019 12:00:00 AM,Other Sexual Offense,156,3700 Block TOLT AVE,CARNATION,WA,98014,07/05/2019 11:45:00 PM,07/09/2019 09:16:00 PM,0,Saturday,POINT (-121.91540899999998 47.642426)
C18032217,07/20/2018 01:55:00 PM,Other,511,2000 Block 2 AV,SEATTLE,WA,98121,01/10/2019 11:42:00 PM,02/20/2019 11:25:00 PM,13,Friday,POINT (-122.341958 47.611825)
C19017702,05/09/2019 02:55:00 PM,Other,511,S JACKSON ST & 10TH AVE S,SEATTLE,WA,98104,05/10/2019 04:50:00 AM,05/10/2019 07:21:00 PM,14,Thursday,POINT (-122.31963600000002 47.599191)
C19034214,09/06/2019 06:57:00 AM,Other,377,11000 Block 1ST AVE SW,SEATTLE,WA,98146,09/09/2019 11:26:00 PM,09/10/2019 12:47:00 AM,6,Friday,POINT (-122.335052 47.504718)
C19006610,02/19/2019 05:00:00 PM,Other,504,27000 Block SE KENT KANGLEY RD,RAVENSDALE,WA,98051,02/20/2019 10:24:00 PM,02/21/2019 05:23:00 PM,17,Tuesday,POINT (-121.98470100000002 47.360315)
C18046812,10/26/2018 10:09:00 PM,Community Policing,555,8200 Block S 120TH ST,SEATTLE,WA,98178,01/17/2019 07:17:00 PM,02/21/2019 12:53:00 AM,22,Friday,POINT (-122.230217 47.495461)
C18055804,12/30/2018 07:02:00 PM,Liquor,365,1 Block AVE & VIRGINIA ST,SEATTLE,WA,98121,01/17/2019 07:50:00 PM,02/21/2019 01:53:00 AM,19,Sunday,
C18049533,11/14/2018 12:47:00 PM,Breaking & Entering,274,38000 Block 38TH AVE S,AUBURN,WA,98001,02/21/2019 01:11:00 AM,06/18/2019 10:37:00 PM,12,Wednesday,POINT (-122.28572100000001 47.260349)
C19000097,01/01/2019 06:00:00 PM,Assault,112,15900 Block 227TH AVE SE,MAPLE VALLEY,WA,98038,02/21/2019 01:54:00 AM,02/21/2019 01:55:00 AM,18,Tuesday,POINT (-122.039051 47.457175)
C18051727,11/30/2018 05:50:00 PM,Property Crime,332,4500 Block S 300TH PL,AUBURN,WA,98001,02/21/2019 01:23:00 AM,02/21/2019 01:25:00 AM,17,Friday,POINT (-122.278334 47.331808)
C19013630,04/09/2019 06:58:00 PM,Other,510,S 132ND ST & RENTON AVE S,BRYN MAWR-SKYWAY,WA,98178,04/11/2019 07:24:00 AM,04/12/2019 02:40:00 AM,18,Tuesday,POINT (-122.22773199999999 47.484588)
C18046163,10/22/2018 02:45:00 PM,Other,377,33500 Block 170TH AVE SE,AUBURN,WA,98092,04/13/2019 05:36:00 AM,04/16/2019 06:57:00 PM,14,Monday,POINT (-122.11542 47.30130900000001)
C18038591,09/01/2018 08:30:00 AM,Other,234,S JACKSON ST & 5TH AVE S,SEATTLE,WA,98104,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,8,Saturday,POINT (-122.32768099999998 47.599215)
C19025928,07/08/2019 04:00:00 PM,Theft,289,9600 Block 15TH AVE SW,SEATTLE,WA,98106,07/09/2019 09:35:00 PM,07/09/2019 11:27:00 PM,16,Monday,POINT (-122.35401800000001 47.51706600000001)
C19035818,09/08/2019 07:00:00 PM,Theft,289,3900 Block S 343RD ST,AUBURN,WA,98001,09/23/2019 04:06:00 PM,09/23/2019 04:07:00 PM,19,Sunday,POINT (-122.284636 47.294821)
C19019442,05/21/2019 07:30:00 PM,Theft from Vehicle,288,14600 Block SE 176TH ST,RENTON,WA,98058,05/23/2019 12:41:00 AM,06/12/2019 06:27:00 PM,19,Tuesday,POINT (-122.145827 47.444985)
C19009248,03/06/2019 09:00:00 PM,Other,234,17800 Block 185TH AVE NE,WOODINVILLE,WA,98072,03/13/2019 08:45:00 PM,03/14/2019 06:37:00 PM,21,Wednesday,POINT (-122.10266 47.761425)
C19038711,10/09/2019 09:29:00 AM,Vehicle Recovery,311,2500 Block S 370TH ST,FEDERAL WAY,WA,98003,10/10/2019 03:45:00 PM,10/10/2019 05:37:00 PM,9,Wednesday,POINT (-122.30105 47.269975)
C18049355,11/06/2018 12:01:00 AM,Community Policing,555,29600 Block SE 408TH ST,ENUMCLAW,WA,98022,02/21/2019 01:09:00 AM,02/21/2019 01:10:00 AM,0,Tuesday,POINT (-121.94536600000002 47.235211)
C19043437,11/12/2019 10:16:00 PM,Other,504,11200 Block 1ST AVE S,TUKWILA,WA,98168,11/13/2019 04:15:00 PM,11/13/2019 06:08:00 PM,22,Tuesday,POINT (-122.33367000000001 47.503142)
C18053312,12/11/2018 04:30:00 PM,Theft of Vehicle,300,10100 Block 8TH AVE S,SEATTLE,WA,98168,02/21/2019 01:44:00 AM,02/21/2019 01:45:00 AM,16,Tuesday,POINT (-122.323307 47.512947)
C19040193,10/20/2019 12:00:00 AM,Other,510,3600 Block SOUTHCENTER BLVD,TUKWILA,WA,98188,10/22/2019 04:16:00 PM,10/22/2019 06:11:00 PM,0,Sunday,POINT (-122.287086 47.465157)
C19024994,06/27/2019 12:00:00 PM,Other,234,31800 Block NE 106TH ST,CARNATION,WA,98014,07/02/2019 07:45:00 PM,07/03/2019 07:46:00 PM,12,Thursday,POINT (-121.91381199999998 47.692304)
C19025295,07/03/2019 05:48:00 PM,Disorder,626,7100 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98118,07/04/2019 07:25:00 PM,07/05/2019 06:37:00 PM,17,Wednesday,POINT (-122.28165000000001 47.538519)
C19044673,11/21/2019 03:27:00 PM,Drugs,200,S WELLER ST & 12TH AVE S,SEATTLE,WA,98104,11/27/2019 05:45:00 PM,11/27/2019 07:36:00 PM,15,Thursday,
C18047302,10/30/2018 03:18:00 PM,Other,511,7000 Block PEASLEY CANYON RD S,AUBURN,WA,98001,02/21/2019 12:53:00 AM,02/21/2019 12:55:00 AM,15,Tuesday,
